	TCGA-A2-A0YJ-01	TCGA-E2-A14Z-01	TCGA-AO-A0J7-01	TCGA-AO-A03M-01	TCGA-BH-A18M-01	TCGA-BH-A28Q-01	TCGA-A8-A08O-01	TCGA-C8-A130-01	TCGA-BH-A8FY-01	TCGA-AO-A125-01	TCGA-E2-A10B-01	TCGA-AN-A0XO-01	TCGA-AO-A1KT-01	TCGA-E2-A15H-01	TCGA-D8-A27W-01	TCGA-AO-A0JI-01	TCGA-BH-A0C3-01	TCGA-A8-A09Q-01	TCGA-AR-A250-01	TCGA-E9-A22G-01	TCGA-BH-A201-01	TCGA-E2-A1L6-01	TCGA-AN-A0FY-01
ZNF638	5964	6435	7675	8207	7868	14170	8727	7349	6234	9166	8700	10671	8070	7667	9073	8692	5395	7270	11965	13093	11214	12243	9647
ZNF639	1540	1453	2071	2442	1377	2248	1366	2069	618	232	1332	2154	2750	1404	2290	2425	1454	3525	1993	3663	3068	1665	1264
ZNF641	668	193	460	785	548	1048	738	218	91	204	1050	713	225	454	1057	448	772	614	886	205	703	489	744
ZNF642	167	252	225	278	279	545	331	311	217	344	383	356	474	248	495	287	402	305	466	796	479	458	486
ZNF643	252	87	35	241	149	407	232	113	27	80	156	152	111	87	409	107	117	194	175	474	313	169	262
ZNF644	1708	1553	1794	3793	3429	6246	4220	2348	1167	1796	3386	2757	2346	3786	2882	1433	2619	3108	4269	2211	4486	3788	5778
ZNF645	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF646	1137	1236	2008	2478	2320	3174	1793	1758	1167	1364	3661	2174	1129	2053	3247	1309	2429	986	2139	737	1707	1241	3067
ZNF648	0	4	7	16	22	106	2	2	8	215	31	99	1	64	12	0	13	6	7	31	32	65	5
ZNF649	316	657	1174	2457	1166	1288	1571	559	216	461	1001	1197	1042	913	273	664	445	1227	2649	1070	1199	1121	3522
ZNF652	2023	2525	10704	11937	4714	20452	6308	10580	3041	6303	7506	7459	5498	3272	10172	9583	5676	108994	40796	3171	7055	6664	3450
ZNF653	313	241	418	255	259	366	154	510	278	332	367	311	213	238	202	323	158	266	299	292	228	245	454
ZNF654	781	787	1012	975	1230	1912	1075	1123	481	1010	1464	2292	1085	983	1503	1145	957	2277	1800	670	1645	1540	1928
ZNF655	542	1771	1909	2168	3049	5847	3527	2344	1618	6176	3108	3179	3550	3088	2784	2484	3007	3356	3855	2096	4456	4849	2661
ZNF658	77	30	98	377	135	330	152	69	108	190	317	186	203	130	125	235	118	131	35	294	262	278	99
ZNF660	42	13	15	18	56	64	27	11	2	26	90	25	11	17	35	10	41	32	56	39	57	83	45
ZNF662	16	251	53	137	414	1128	831	469	631	30	226	247	945	154	89	59	293	70	2066	699	1798	587	1261
ZNF664	11987	7237	16793	28994	12203	22650	14564	10999	5719	10440	35715	12314	10600	12655	18619	17707	9620	7288	26052	33749	13727	18101	21803
ZNF665	45	90	154	159	160	380	206	32	70	186	61	200	112	79	93	154	98	154	29	132	103	146	320
ZNF667	167	463	22	147	137	172	219	198	292	673	503	315	75	51	58	36	178	1104	121	935	349	197	1454
ZNF668	462	709	718	1086	817	1104	608	1124	530	739	1415	1028	991	865	1005	494	759	451	1008	538	833	498	1056
ZNF669	488	213	351	394	343	996	350	198	151	240	670	585	497	294	384	217	359	504	351	956	523	363	263
ZNF670	327	207	344	201	238	746	220	227	64	42	676	432	199	99	394	251	296	415	163	1713	394	182	420
ZNF671	54	258	782	1447	482	113	823	84	299	566	475	736	841	328	684	241	254	247	546	41	742	786	940
ZNF672	519	2862	2734	3090	2675	4651	1752	2254	2325	2856	3709	3870	4640	2670	3744	2262	1633	2594	2489	10298	2790	2293	2778
ZNF673	336	525	773	811	503	966	395	759	577	1054	636	698	772	391	482	451	395	539	510	1028	631	806	867
ZNF674	122	177	181	226	169	307	197	261	144	241	267	272	195	154	183	141	136	361	172	298	261	301	344
ZNF675	471	283	807	827	689	944	824	481	321	602	1498	839	586	397	1098	502	745	1101	935	1092	882	945	746
ZNF676	0	17	8	5	24	17	28	21	0	3	7	114	17	14	5	4	103	15	20	3	32	600	22
ZNF677	29	23	18	126	106	71	268	46	7	48	62	87	124	28	65	45	97	51	74	105	181	105	416
ZNF678	288	114	222	184	600	928	257	116	79	313	547	656	75	374	490	253	373	566	566	101	300	422	166
ZNF679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZNF680	760	698	579	1603	1664	1823	2095	892	638	1675	1600	1905	971	610	4516	1022	1186	2000	2227	523	1240	2364	1802
ZNF681	373	172	589	575	643	1419	766	468	355	652	948	740	820	477	93	790	461	1146	926	620	805	1123	695
ZNF682	136	325	481	220	270	356	184	433	300	507	726	370	269	298	237	309	232	381	504	991	220	459	329
ZNF683	4	258	4	342	94	86	22	143	13	6	117	32	13	55	277	11	107	175	101	38	31	38	85
ZNF684	49	87	89	138	137	194	163	149	132	235	237	178	149	85	127	74	120	101	170	347	211	239	234
ZNF687	3166	2200	4546	4569	2684	6968	2450	3394	2685	3705	6215	6255	2656	4887	5014	3176	8841	2641	3215	4295	3382	3335	3508
ZNF688	204	525	568	763	453	724	332	490	690	1136	888	646	503	460	555	765	408	245	374	133	448	402	529
ZNF689	214	345	691	2229	767	1954	345	1001	157	161	1373	636	709	412	1424	936	1173	2978	2955	165	1075	578	498
ZNF691	477	573	623	974	630	1119	709	671	753	905	661	865	1261	985	654	402	336	575	950	1100	712	713	963
ZNF692	215	2202	1238	816	1163	2514	1016	3103	2981	5690	942	1617	1897	2423	888	756	925	1153	1548	3692	798	1443	2313
ZNF695	254	232	113	77	100	132	78	219	32	51	68	159	256	165	203	35	61	278	172	1793	55	64	295
ZNF696	839	1012	783	1231	755	890	646	500	409	446	609	1232	850	823	2026	800	404	1572	356	822	715	296	1624
ZNF697	635	410	452	635	814	815	881	375	318	355	458	741	896	533	950	206	669	550	1060	1045	1409	1178	599
ZNF699	72	59	101	83	117	176	88	46	5	18	153	109	23	56	118	88	105	162	119	38	130	115	265
ZNF69	332	217	311	132	149	264	138	199	211	597	161	171	207	121	86	60	139	286	315	385	242	398	488
ZNF700	769	885	1533	739	771	1483	714	2102	1231	2486	1572	1236	637	814	652	676	684	1243	1526	2379	1173	1889	2243
ZNF701	112	305	474	1937	528	985	996	287	203	479	947	735	396	264	1001	401	511	560	1524	236	876	639	1210
ZNF702P	243	695	190	862	805	826	278	92	98	133	86	859	331	158	144	169	551	532	175	184	557	591	676
ZNF703	73	2240	3498	5661	1404	3472	4415	1257	3379	4090	1458	6388	4425	1233	6773	109546	767	2273	2797	120	1351	1667	4531
ZNF704	207	730	384	391	889	1988	823	394	117	431	1305	1024	1258	457	2201	2459	1036	3176	1741	425	921	708	2259
ZNF705A	0	0	0	0	2	0	2	0	1	0	0	0	1	3	1	2	1	2	17	2	4	3	2
ZNF705D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF706	11637	7175	11749	6031	2517	3603	2127	6811	1672	3713	3489	3846	7525	2857	7814	9660	2013	12324	4279	10445	3284	2852	6991
ZNF707	331	1095	704	1036	679	626	640	462	499	370	604	1139	1191	1247	1621	493	396	1376	359	677	509	327	1871
ZNF708	431	311	861	437	488	753	551	877	252	655	860	467	379	249	522	624	683	1205	879	1294	920	848	379
ZNF709	220	323	489	342	354	475	873	483	172	397	584	527	234	131	301	235	226	372	342	433	427	519	1108
ZNF70	322	443	405	647	440	688	278	400	297	542	531	313	567	248	837	502	405	512	604	204	514	581	408
ZNF710	487	623	477	811	733	1715	491	552	419	453	851	1115	492	571	1164	585	573	884	908	581	767	702	896
ZNF711	48	458	29	1183	164	161	991	479	27	18	59	138	195	134	248	46	234	464	960	1882	678	338	905
ZNF713	357	242	109	431	290	538	261	329	129	283	320	410	176	129	136	138	128	323	280	429	265	375	552
ZNF714	674	395	660	669	642	1261	509	627	290	940	600	646	578	68	872	496	453	756	1095	867	778	805	702
ZNF716	12	0	6	5	0	0	0	0	0	0	0	2	0	1	42	0	14	0	0	0	0	0	0
ZNF717	33	95	30	170	257	475	167	60	60	250	261	189	154	207	29	244	236	346	211	124	231	139	206
ZNF718	265	142	125	359	177	614	162	252	167	221	205	366	321	339	66	471	236	273	416	276	212	259	763
ZNF71	179	570	938	1184	441	805	710	979	307	229	699	628	743	409	945	482	535	701	331	706	576	425	1157
ZNF720	632	715	985	1011	1275	2524	1325	999	406	1626	1677	1308	1328	901	1478	891	1264	604	2007	378	1427	1447	960
ZNF721	672	1053	1369	2181	1765	2571	2077	1494	1026	2489	2050	1306	1450	1244	2211	1194	1473	2010	2410	1404	2508	2240	2440
ZNF727	236	9	18	9	24	11	17	3	2	77	4	100	2	2	16	2	61	141	11	101	28	57	82
ZNF732	59	14	52	18	16	53	18	36	24	35	6	27	8	23	0	25	21	24	13	29	25	53	100
ZNF735	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF737	424	427	1945	1894	1286	1911	626	1716	1388	1345	1923	1846	2715	516	185	999	1130	1230	2488	529	618	2442	604
ZNF738	727	418	2085	325	681	1290	661	1064	509	963	1403	685	418	366	420	462	361	771	587	2868	780	862	673
ZNF740	2181	1306	3854	2728	2458	4899	3144	1046	1877	2003	7124	4870	3041	2030	5710	2469	1758	3755	2973	1783	3074	2685	5479
ZNF746	1157	747	884	3977	1299	1699	1217	1354	724	1245	1762	1622	1761	1158	1486	1851	912	821	1673	2553	1495	1256	1106
ZNF747	353	645	973	995	906	1510	701	904	506	1214	1334	791	1084	744	1615	761	880	316	1074	360	843	737	1196
ZNF749	117	271	509	697	282	489	335	398	95	212	423	302	149	174	605	221	191	538	432	148	271	274	728
ZNF74	988	794	877	2652	746	1991	673	1288	718	817	1100	774	1445	709	2159	1210	487	841	971	3177	1169	951	1054
ZNF750	1784	113	71	126	213	182	57	46	485	289	228	250	334	142	78	670	20	100	137	1181	269	338	811
ZNF75A	526	1120	2397	2651	965	1201	1580	2285	674	1340	1857	2534	1009	1807	715	982	2181	1546	2381	1292	1191	1685	2448
ZNF75D	332	806	683	1053	1091	1321	1163	1001	528	1713	1097	964	951	1198	725	861	781	1059	1629	914	899	1232	1623
ZNF761	521	1802	1717	3167	1572	2090	2080	2235	596	1359	1558	2034	1166	901	3083	1524	1030	1902	2869	1035	1749	1782	5536
ZNF763	152	214	462	217	344	477	286	254	260	631	389	222	167	209	188	221	209	218	296	324	361	567	523
ZNF764	246	591	723	1099	528	944	541	629	300	892	1031	644	809	515	1001	503	689	423	1105	397	501	498	809
ZNF765	349	959	1132	2139	855	1205	1323	1119	233	554	1403	985	775	620	2002	581	648	1231	1796	557	1095	770	3492
ZNF766	525	1012	1941	4825	1578	3222	2431	1760	765	1535	2426	2581	1705	1126	3617	1268	1356	1706	2907	1075	2134	1856	2970
ZNF767	213	529	306	544	663	932	702	784	797	1465	433	445	686	675	167	261	461	331	712	1414	821	847	1097
ZNF768	1850	3280	5836	5882	3151	5318	3000	4070	3480	4142	7066	3674	3319	3834	4608	3190	3256	1625	4433	1407	2789	2101	4793
ZNF76	962	2324	1043	2246	1752	2441	1765	1949	2457	2707	1366	2167	2338	1461	3832	1937	769	2006	1726	4132	1349	2156	3159
ZNF770	2963	1527	1873	2716	3428	7328	3113	1519	960	2266	4044	3861	2136	1858	4041	4328	2911	4560	3757	2042	5332	3878	2617
ZNF771	29	224	209	505	178	359	102	151	285	306	302	271	126	65	194	248	90	88	105	49	163	108	175
ZNF772	207	274	1646	2482	919	133	877	172	198	409	1415	788	668	543	957	92	559	1009	941	386	1114	1231	1729
ZNF773	166	483	879	1099	489	110	435	122	230	399	824	664	654	274	615	397	277	543	716	537	621	515	1233
ZNF774	66	60	65	77	44	191	66	48	28	144	74	137	92	31	97	50	65	58	53	34	153	120	65
ZNF775	250	116	123	457	105	221	203	140	234	122	203	231	166	100	203	319	84	118	238	374	144	92	267
ZNF776	308	1039	3384	3921	1577	2101	3113	1506	789	1775	1966	2332	1372	714	2534	1631	1454	2071	2721	791	2504	2691	3886
ZNF777	1320	753	939	2989	1072	1871	970	1332	814	1147	1649	1822	1290	1046	1503	1312	764	908	1600	2801	1552	888	1499
ZNF778	155	152	97	589	157	231	324	266	78	71	315	201	220	169	1621	282	174	325	530	405	418	186	632
ZNF77	183	441	663	273	168	350	174	245	239	209	360	692	221	157	201	138	247	247	350	1007	624	261	417
ZNF780A	752	778	928	958	1030	1293	1942	545	456	812	1613	1260	724	527	2449	781	743	1503	1996	287	1169	1297	961
ZNF780B	699	958	937	888	713	1142	1480	525	735	1358	1510	1027	559	349	1364	981	869	1284	1557	562	1177	1678	1024
ZNF781	10	46	29	39	44	62	85	48	50	23	39	47	56	47	34	34	62	43	57	138	35	100	37
ZNF782	106	159	314	358	271	452	302	173	161	516	570	411	256	270	148	320	118	218	303	452	446	405	427
ZNF784	72	247	546	827	295	390	350	1032	298	348	488	444	224	177	675	182	139	381	406	203	286	241	878
ZNF785	311	540	966	712	1019	1902	862	725	617	1097	948	740	718	706	712	605	839	619	1218	395	918	960	1553
ZNF786	480	315	325	2382	648	950	736	932	493	793	788	958	610	633	678	438	351	349	810	1077	905	763	755
ZNF787	422	873	1707	2266	855	1084	1122	3894	1336	1324	1236	1614	746	732	1537	980	577	1054	1214	785	1063	621	3080
ZNF788	705	393	579	723	605	657	561	185	245	333	689	564	465	153	450	103	238	1047	578	798	709	786	752
ZNF789	59	122	135	181	177	221	209	258	377	721	203	223	211	179	63	158	111	165	146	711	266	273	381
ZNF790	266	278	265	301	346	681	553	237	190	432	526	393	303	179	629	341	281	614	609	1044	440	448	530
ZNF791	798	597	936	744	889	1761	1137	857	256	582	1356	1015	380	389	948	827	1007	1010	871	789	1242	1221	1100
ZNF792	683	361	491	824	440	846	807	272	152	369	896	580	361	266	989	683	518	645	778	1848	529	446	383
ZNF793	150	483	545	543	381	794	715	601	361	816	638	324	479	235	511	311	282	761	664	1604	600	826	740
ZNF799	416	520	1751	504	644	868	1039	778	618	1205	1209	866	440	617	515	379	359	818	1269	909	623	921	1168
ZNF79	173	195	389	633	392	487	313	785	227	305	781	410	339	299	525	313	239	260	500	454	433	332	443
ZNF7	1612	1884	1954	2438	1862	1997	1331	961	791	1407	1244	2179	3188	2265	3639	1455	962	2942	1031	3858	1634	913	3140
ZNF800	1409	566	908	1829	1309	2653	1566	882	444	1480	2383	1616	1028	951	1547	2163	1119	1304	1971	1052	2295	1801	1229
ZNF804A	3	8	5	26	11	45	8	16	15	3	24	6	349	6	29	14	20	53	47	7	26	50	17
ZNF804B	0	2	0	0	0	0	94	5	6	0	0	9	0	0	37	0	1	6	4	0	0	8	133
ZNF805	328	993	1217	1545	752	1394	1311	1628	617	1396	1754	1045	1158	491	1540	660	720	1459	1843	816	1403	1197	2265
ZNF808	266	235	676	1208	509	1244	900	427	319	633	927	568	613	366	1099	514	592	1073	1151	371	625	684	1282
ZNF80	1	80	4	26	2	10	3	6	2	0	14	0	12	5	20	3	12	41	38	4	6	10	8
ZNF813	245	345	468	1120	533	479	677	140	64	116	398	621	256	337	761	624	318	724	663	197	569	509	1278
ZNF814	203	1058	2088	2233	785	1023	2762	831	2269	3899	2004	869	951	627	1307	1264	1255	1257	2215	685	1545	3033	3368
ZNF815	144	68	41	184	91	146	64	84	101	311	195	175	85	67	141	52	93	140	69	141	82	122	109
ZNF816A	223	366	636	1421	799	1065	872	321	288	495	1122	922	553	391	975	597	431	747	238	587	787	657	1985
ZNF81	308	321	349	602	632	1056	595	273	133	390	827	534	280	275	895	339	710	680	802	195	903	734	587
ZNF821	242	394	418	1147	271	438	368	496	332	491	577	382	497	247	753	429	251	360	972	715	528	400	763
ZNF823	389	501	1853	1219	470	618	462	864	434	1085	1116	851	372	510	331	370	342	459	916	670	772	1090	1798
ZNF826	79	353	5	15	131	106	27	241	48	26	52	62	252	66	27	8	76	178	49	105	56	217	21
ZNF827	630	403	349	962	1212	1685	1224	262	236	563	1351	1392	729	666	1562	1097	557	2199	1902	166	1205	1046	859
ZNF828	1591	1249	2618	2920	1997	2028	1952	1045	411	886	2258	1916	1406	2171	3600	1306	1950	1597	2388	8363	3283	2180	3981
ZNF829	81	63	90	77	113	297	159	37	28	47	198	123	34	40	207	130	106	210	122	307	74	103	152
ZNF830	840	788	1425	834	852	1506	1005	1290	705	649	1102	1152	1557	691	1754	596	754	834	1021	847	1360	883	1323
ZNF831	6	281	4	249	82	69	16	52	1	0	88	2	16	31	115	40	188	289	82	17	24	56	39
ZNF833	80	61	143	76	75	109	47	169	62	170	74	40	57	68	45	91	61	85	136	164	75	110	306
ZNF835	3	91	7	16	74	37	39	102	6	50	34	172	70	19	14	198	77	255	17	84	68	32	246
ZNF836	195	360	524	1363	578	880	735	243	287	355	904	840	397	257	576	575	338	617	643	387	620	576	1457
ZNF837	49	161	85	212	94	164	178	145	153	187	119	146	38	41	110	190	33	87	100	51	90	71	134
ZNF839	287	525	1128	822	945	1448	539	1086	1010	1594	736	1470	1440	1046	1248	1346	636	871	609	833	946	996	702
ZNF83	345	1889	2002	3173	2169	3586	4370	2697	4201	4374	2273	2334	1701	1435	2124	3101	2048	2506	3692	1363	3233	3610	6854
ZNF841	133	322	722	1094	654	1155	878	564	794	1336	1039	637	762	502	1120	526	698	966	1837	645	832	1155	1935
ZNF843	4	13	18	29	45	61	20	23	9	37	25	35	52	33	39	16	43	19	29	4	50	33	14
ZNF844	516	496	1046	585	1102	2071	769	292	281	516	1397	1144	507	446	1147	1174	538	1685	1345	382	1249	1263	1271
ZNF845	281	628	794	1598	801	1490	1394	538	236	369	1371	1056	543	474	2591	605	744	1121	1107	593	1129	701	2092
ZNF846	84	154	297	116	194	242	137	153	137	388	253	200	137	58	158	174	226	239	347	172	262	428	278
ZNF84	1299	459	3134	2222	1536	4097	2957	2017	1445	3889	4663	1944	2674	2017	2326	2219	1534	2062	2637	3411	2664	3151	2808
ZNF853	402	240	191	1077	707	973	1613	409	91	160	685	484	2423	317	4273	1804	509	453	2149	648	1725	499	856
ZNF85	362	268	1158	374	440	792	474	675	381	476	1020	500	461	284	318	533	344	554	563	578	458	611	400
ZNF860	176	46	359	230	400	557	357	58	156	288	619	856	88	439	327	171	174	454	1209	177	324	319	358
ZNF862	1232	1209	614	1593	1203	3425	2141	1646	1709	5969	1561	1557	1678	977	871	1623	903	1006	960	2904	1511	1815	1651
ZNF876P	10	31	28	44	41	70	40	67	57	72	33	51	23	43	7	52	90	46	80	65	68	132	83
ZNF878	39	23	25	15	11	20	7	17	12	4	15	20	13	3	9	4	16	34	22	56	84	32	67
ZNF879	106	272	651	660	210	315	284	141	17	136	551	466	392	204	329	154	305	264	171	430	261	213	364
ZNF880	80	104	389	1639	327	1327	476	160	283	522	327	888	158	296	438	1186	229	356	375	284	332	642	925
ZNF883	806	38	39	60	52	579	122	71	14	268	166	382	657	190	139	325	63	38	92	1339	53	90	127
ZNF8	105	227	336	452	225	700	518	454	64	342	469	214	227	145	648	168	380	527	705	274	321	373	797
ZNF90	727	450	795	157	395	494	318	800	509	603	411	612	400	374	406	321	189	685	93	780	205	531	788
ZNF91	1090	1062	3166	2817	3391	3348	1839	1079	1506	2583	5495	3837	1901	1323	3650	2935	2079	3053	3346	1997	4073	2925	2017
ZNF92	804	1134	1442	1977	1099	1624	5083	2369	1542	917	1796	2383	762	2032	3842	992	1410	4255	5918	1603	1809	5574	4201
ZNF93	346	436	760	327	421	744	234	814	197	381	741	533	285	245	229	254	288	516	403	1781	453	538	661
ZNF98	227	27	32	72	29	42	87	89	4	29	5	142	78	3	35	4	16	6	6	146	14	150	156
ZNF99	2	0	0	16	1	3	0	12	0	0	2	17	2	1	1	0	3	0	2	1	0	21	10
ZNFX1	3045	4038	3309	22663	7413	11051	4966	4299	1743	4033	14879	8505	6796	5149	9814	5155	7552	5947	9985	3225	7125	4445	15984
ZNHIT1	1720	2223	2989	3332	2120	3207	1992	3632	4526	8403	2615	4286	3151	2121	2652	1816	2052	3436	1996	2709	2191	3254	2097
ZNHIT2	316	528	327	1026	490	22	499	706	567	1346	654	702	298	470	0	611	203	0	953	487	381	513	554
ZNHIT3	1732	1837	2555	1741	1518	1959	1795	2164	1415	1615	1397	2780	2461	880	4083	1756	1387	2011	1535	1416	1689	1792	1771
ZNHIT6	954	751	1085	1427	1610	2304	1608	1085	645	848	1810	973	1811	1488	6772	1430	939	2166	3195	1512	2455	1332	1821
ZNRD1	548	917	887	1447	726	1179	990	1061	686	1226	803	1195	1234	849	722	783	720	1219	855	1362	1000	886	1820
ZNRF1	1187	1756	1098	4105	1095	990	994	2323	520	749	1454	1526	3269	1576	1183	996	652	936	1769	2827	1477	1029	3752
ZNRF2	2837	2358	479	2389	1842	2778	2468	1815	1107	3442	1454	3066	2252	1078	2622	1431	2900	2892	3481	851	2297	3326	3085
ZNRF3	472	758	1434	994	1148	2281	781	610	1476	414	1532	798	1130	412	3209	2352	776	839	1235	1236	1408	1377	2008
ZNRF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZP1	6	16	1	7	6	1	2	13	1	0	1	3	5	3	2	1	11	4	1	0	2	2	26
ZP2	0	0	0	3	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ZP3	641	808	1043	248	566	930	639	380	989	1173	595	637	702	550	643	592	402	1569	346	1189	477	290	1175
ZP4	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	190	0	0	2
ZPBP2	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1	0	1	0	3	0	0	0	0
ZPBP	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	2	1	0	1	1	0	0	1
ZPLD1	5	47	20	625	17	6	13	34	0	22	36	11	9	2	11	2	14	2	442	5	9	221	14
ZRANB1	1737	2275	2856	4216	2732	4733	3767	3163	1736	2577	4919	3936	2824	2885	3911	4029	2714	2920	3235	5202	3799	3793	4583
ZRANB2	2668	2664	2906	3070	4017	5045	4863	3627	3843	5257	4254	3758	3052	4607	4234	2182	3009	4535	4784	6797	6007	5951	10244
ZRANB3	98	200	447	351	376	733	163	171	133	59	361	420	216	227	579	200	137	331	389	179	383	226	202
ZRSR2	312	843	972	856	744	1008	714	852	1164	1830	1279	811	1025	770	810	444	563	663	1003	746	1064	1051	1013
ZSCAN10	1	0	0	1	0	1	0	1	0	3	0	1	1	1	0	0	1	1	1	0	0	0	0
ZSCAN12P1	101	131	161	156	84	159	220	148	84	65	250	41	186	120	364	151	259	488	144	85	96	165	221
ZSCAN12	180	531	143	462	392	748	384	318	155	503	494	534	449	209	389	515	445	621	1125	226	1153	509	1086
ZSCAN16	254	486	282	641	283	744	492	555	434	653	436	548	720	455	288	466	310	503	643	447	528	652	865
ZSCAN18	821	3162	2860	11628	2140	4188	4779	466	3393	4792	4771	6181	4407	2090	524	3387	2245	2557	743	1896	3502	6028	7448
ZSCAN1	2	27	42	509	19	35	44	0	0	152	57	51	67	17	2	73	37	1	2	16	7	48	83
ZSCAN20	255	131	152	204	377	648	465	149	89	161	371	444	114	156	341	86	312	252	319	110	321	344	318
ZSCAN21	316	509	577	663	549	1053	634	719	553	1052	878	998	788	602	654	441	497	854	779	4329	703	716	817
ZSCAN22	126	415	500	848	406	625	559	519	176	310	550	637	457	320	713	270	369	654	636	229	423	316	997
ZSCAN23	3	34	14	29	36	54	21	2	5	70	29	81	19	12	86	10	124	180	69	5	200	66	16
ZSCAN29	957	1222	1301	1393	1494	3063	1562	1057	842	1501	1908	1998	1083	1427	2740	1582	1736	1607	2196	1115	2386	1709	1275
ZSCAN2	357	585	758	710	602	1401	812	1086	318	483	1029	1051	624	656	1492	1125	680	707	716	1072	807	907	557
ZSCAN4	5	2	4	6	2	1	0	1	2	0	0	1	0	0	1	1	2	1	1	0	0	1	2
ZSCAN5A	85	124	329	628	244	284	81	452	114	88	349	260	66	88	424	112	123	77	163	320	182	152	510
ZSCAN5B	0	4	12	9	6	8	0	6	5	3	1	2	5	1	16	6	3	2	3	4	5	1	11
ZSWIM1	695	782	935	2213	617	1506	533	1114	574	805	1905	997	1566	1002	1360	693	527	664	1130	640	831	842	3931
ZSWIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZSWIM3	270	333	344	872	238	567	183	427	186	258	731	328	645	283	667	198	289	250	316	432	279	288	3237
ZSWIM4	1767	1099	822	858	686	1784	949	2075	558	994	773	1433	937	999	1079	537	582	563	1092	3272	1126	912	1922
ZSWIM5	14	94	169	205	491	1293	867	105	261	619	185	316	434	184	1021	563	476	170	627	96	101	167	701
ZSWIM6	522	839	1758	1972	1257	2496	1321	767	1253	1307	2641	1735	1194	863	4941	794	768	717	1014	2099	960	1397	1422
ZSWIM7	611	597	858	732	888	1367	472	1244	1173	1527	663	450	1518	431	1123	1093	400	737	581	755	671	1402	815
ZUFSP	585	592	419	823	500	492	370	347	244	354	686	576	468	318	414	369	406	399	528	660	566	644	965
ZW10	3155	1097	1583	2139	954	1388	897	670	275	889	2059	1737	1400	1723	1817	1631	972	1919	1251	3780	1438	1199	3505
ZWILCH	1123	1039	1266	1757	1067	1823	1105	1398	854	794	1596	1055	1623	966	1378	957	890	1393	1754	2225	1608	1276	1944
ZWINT	709	1440	3437	3641	1605	1071	1659	5019	2022	1219	2181	2212	8246	2984	3899	2860	1606	4036	3094	7904	2348	2008	5567
ZXDA	120	103	186	222	189	367	173	141	76	112	283	221	168	192	374	290	184	209	247	167	238	241	139
ZXDB	754	674	5080	2307	2518	2635	4282	795	757	827	2193	1667	1441	1867	7458	2284	1743	1590	4888	1828	2659	2150	2569
ZXDC	2906	2596	3783	4343	2953	4989	2625	2979	1574	2502	4357	4664	3981	2837	4155	3164	2508	4601	3726	3061	3601	4182	4822
ZYG11A	263	189	266	407	102	147	275	250	259	211	679	507	420	288	8	65	255	51	955	1983	208	284	8
ZYG11B	2583	1277	1381	3755	2925	4991	2855	2318	881	1968	3656	3236	2554	2174	3764	1896	3460	3311	4834	2766	3417	3468	2722
