	TCGA-BH-A18S-01	TCGA-E9-A22D-01	TCGA-D8-A27L-01	TCGA-S3-AA14-01	TCGA-E9-A1NI-01	TCGA-E2-A1IU-01	TCGA-E2-A1IF-01	TCGA-E2-A15K-01	TCGA-C8-A1HO-01	TCGA-D8-A1X9-01	TCGA-D8-A27M-01	TCGA-A2-A0CT-01	TCGA-E9-A227-01	TCGA-AR-A1AW-01	TCGA-A8-A08I-01	TCGA-AO-A0JJ-01	TCGA-BH-A0EB-01	TCGA-A8-A07O-01	TCGA-A2-A0CK-01	TCGA-E2-A15D-01	TCGA-E2-A1B5-01	TCGA-EW-A1P5-01	TCGA-A8-A06P-01	TCGA-BH-A0HQ-01	TCGA-A8-A079-01	TCGA-A2-A25E-01	TCGA-A7-A5ZX-01	TCGA-A2-A0ES-01	TCGA-C8-A1HM-01	TCGA-E2-A10C-01	TCGA-A8-A09N-01	TCGA-AN-A049-01	TCGA-AR-A2LN-01	TCGA-E2-A1B6-01	TCGA-C8-A134-01	TCGA-D8-A1XR-01	TCGA-A2-A25C-01	TCGA-BH-A18K-01	TCGA-D8-A1JL-01	TCGA-BH-A0DL-01	TCGA-E2-A155-01	TCGA-AO-A0JF-01	TCGA-A8-A07Z-01	TCGA-C8-A26V-01	TCGA-D8-A73U-01	TCGA-D8-A27F-01
SLC12A4	1437	1437	3800	1532	1084	1652	2038	1856	981	3864	2768	1241	2227	1255	2183	2197	2261	1250	2301	1884	1506	3722	2722	1782	1043	1842	3405	3007	803	670	1637	1807	2211	1769	6025	2556	3477	2077	3756	2545	2049	2516	1835	2524	2015	4500
SLC12A5	9	7	2	3	8	3	4	2	147	38	13	143	11	16	63	15	2	7	2	6	10	17	3	2	2	5	2	6	9	13	14	3	12	7	35	4	3	8	4	6	21	3	5	35	13	3
SLC12A6	1280	1385	1873	1013	472	1192	698	1236	1341	1339	2492	625	1509	3076	2576	1774	1207	1209	1061	1846	1618	1209	1292	831	1082	1057	1212	2119	594	293	333	896	1674	2094	1342	2413	2607	936	1986	1756	1323	1812	225	1834	1378	2321
SLC12A7	3820	10587	9980	4250	3214	4436	3673	3945	9108	10688	20011	4549	4250	4045	10565	3753	4955	8159	5283	6329	4215	7847	6429	4005	7369	4012	4327	3871	3131	2395	7248	4721	3307	6841	7374	5300	4330	3813	16165	7131	22745	4415	6228	9983	4307	3103
SLC12A8	2256	1014	1259	222	824	1056	1217	1216	534	970	1572	947	1173	1570	516	1340	2337	1457	656	1023	556	248	910	1391	1406	1395	320	970	599	1000	699	774	706	1215	3915	1586	1364	1245	2020	1147	84	1009	487	2143	1152	2891
SLC12A9	2194	2212	2435	1635	1589	1589	2395	2335	1665	1738	2920	1243	2386	2100	2573	2229	1513	1753	2320	2890	1144	2708	1916	2479	2130	2150	2426	1431	1015	2710	2066	1395	1258	3646	5368	2452	2323	2507	2259	3927	2058	1514	2678	2874	2804	1799
SLC13A1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	16	0	0	0
SLC13A2	28	196	34	39	40	167	548	251	81	3	0	3	15	19	110	356	523	1	185	46	20	31	2	185	9	16	17	148	83	384	61	16	191	141	30	22	696	971	72	1	1	8	23	11	129	0
SLC13A3	131	61	506	504	62	201	166	263	56	77	223	34	117	48	177	202	123	69	40	85	161	59	123	83	46	92	64	109	31	520	552	90	154	338	352	445	2501	261	78	327	49	82	36	338	216	667
SLC13A4	9	20	42	4	9	13	14	97	8	7	22	17	15	9	26	6	9	32	25	17	6	9	11	14	12	10	20	16	21	30	1	6	247	10	105	25	30	113	73	233	6	10	0	16	15	123
SLC13A5	0	1	1	4	2	3	6	3	27	2	672	2	2	8	98	8	1	4	7	2	10	2	63	3	1	20	3	48	1	6	2	1	6	15	26	2	2	6	27	3	2	3	0	0	4	3
SLC14A1	387	142	143	19	38	1537	70	160	125	43	83	206	54	88	99	92	71	20	222	202	387	16	45	47	16	61	125	230	32	54	19	35	60	247	119	60	49	54	55	45	53	90	80	237	70	8
SLC14A2	208	15	75	4	14	327	14	130	7	5	7	0	67	11	80	22	11	0	25	6	16	5	6	19	2	0	14	16	1	6	2	7	2357	6	8	3	6	4	60	2	3	95	6	4	9	6
SLC15A1	3	0	9	15	2	0	3	1	2	0	304	4	2	145	14	1	0	147	2	0	2	1	1	1	0	0	6	4	27	9	0	1	2	18	3031	3	4	7	2065	2322	1	5	2	4	2	3469
SLC15A2	8	242	264	2022	43	48	184	49	251	50	1364	261	136	675	279	50	32	163	58	482	56	11	38	388	31	77	211	251	374	745	76	23	67	905	500	36	51	262	1111	593	84	230	6	152	169	627
SLC15A3	1366	4650	2071	888	1275	817	1422	1486	1490	3622	4012	712	1439	3422	8732	2085	3619	1391	1982	1009	1796	4039	1612	975	1407	1107	1125	1105	3690	1381	1597	1654	1141	6427	3222	891	1809	1902	5005	3105	624	1760	2405	2821	7349	962
SLC15A4	1651	2671	2009	1136	1197	1165	1156	1194	944	2613	2087	1396	1671	2076	2692	1170	1997	1933	1367	1239	1425	1295	1815	1089	1149	1866	1827	1560	1324	612	960	906	890	3090	3150	2640	2259	1972	5114	2224	1170	1352	981	2367	1421	2831
SLC16A10	10	15	40	3	14	6	34	9	10	40	43	30	32	21	5	16	56	125	9	3	25	24	61	14	71	48	9	9	78	39	13	31	11	82	68	18	13	41	227	130	16	46	4	181	4	374
SLC16A11	24	29	23	19	7	23	53	139	50	27	31	36	213	4	71	155	4	23	196	209	31	1	22	19	8	14	165	64	11	245	31	3	82	207	60	485	126	15	14	35	0	6	7	1	10	16
SLC16A12	9	15	43	14	10	51	15	2	12	9	3	17	7	10	82	44	16	8	103	93	52	2	7	26	3	13	168	616	3	1	10	4	19	18	16	7	6	10	14	4	46	9	9	19	7	7
SLC16A13	143	251	271	147	191	194	154	525	113	340	188	135	277	210	482	312	202	860	171	231	148	165	183	230	321	481	112	175	237	285	122	185	178	268	267	971	558	283	681	403	115	117	188	230	118	473
SLC16A14	754	478	1063	417	179	343	282	524	2420	1246	327	2035	387	586	1207	520	581	479	393	587	366	719	830	824	299	1891	538	759	1006	2598	859	152	476	1346	442	1171	3635	1242	1283	591	93	716	612	1082	652	182
SLC16A1	387	2146	1494	1870	705	450	3438	2368	444	5869	8461	1781	1099	1400	2107	1271	3250	27947	918	993	934	1939	930	837	422	1120	941	984	2310	481	382	555	1633	4327	10551	2490	1582	1043	10486	1722	754	1342	1990	3547	882	6197
SLC16A2	2400	414	1818	821	927	2468	2077	781	6883	5056	1897	8980	838	660	6595	1722	1199	420	861	1109	599	2062	1204	1016	1399	3307	1441	1360	2006	1034	1134	894	1030	402	2175	523	1155	757	1506	260	7119	2654	300	5915	1080	2013
SLC16A3	565	1813	1694	584	4614	815	1461	1538	771	1879	3787	2197	3837	1328	4071	909	2030	10564	1041	621	2581	2259	3783	1034	6715	1553	671	475	1168	941	646	3681	737	3157	1881	1253	1456	1556	4559	5151	10510	1364	2721	1942	2609	5254
SLC16A4	188	185	1265	125	465	1104	576	408	231	589	1138	501	1715	480	180	345	1351	162	380	2290	173	1952	802	233	56	155	663	969	237	219	263	1021	359	367	1324	95	1396	542	1125	103	1647	507	26	1589	519	263
SLC16A5	1186	213	1376	771	710	74	326	531	535	187	882	877	753	116	670	577	440	205	400	1126	172	548	1598	451	59	1111	673	688	48	62	384	617	604	708	480	730	1746	268	143	99	42	714	755	1863	456	443
SLC16A6	1587	1691	657	636	2164	1329	161	641	3995	4501	142	833	950	389	945	582	661	135	460	987	305	1719	231	378	896	1151	401	1509	681	167	601	1216	201	111	68	1428	3288	368	153	245	2564	368	2092	971	149	73
SLC16A7	14	50	145	55	12	24	11	26	37	424	562	17	58	158	256	145	38	262	37	231	67	71	96	35	11	58	8	109	35	11	33	26	135	79	42	24	147	47	170	18	32	215	5	777	48	399
SLC16A8	6	5	29	111	10	5	13	14	5	16	22	3	16	3	32	10	4	1	19	40	7	9	10	22	11	10	31	9	17	27	11	20	34	263	30	19	20	14	53	50	5	7	7	11	32	264
SLC16A9	196	180	343	126	95	289	70	395	136	554	29	59	278	43	327	462	180	74	388	204	100	241	215	197	50	76	147	573	777	847	613	29	300	486	65	551	337	87	199	49	132	161	250	206	395	57
SLC17A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	0	2	7	0	1	0	0	0	0	0	1	0	1	2	3	0	0	0	1	13	0	0	0	0	0	0	1	8	4	2	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0
SLC17A4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	843	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1
SLC17A5	2353	2802	2173	1129	965	1504	1447	1992	669	3504	4424	3187	3034	1526	3059	1424	3464	1722	1448	1577	1577	1589	2253	2338	661	2031	1424	2985	1538	1497	1258	1521	1299	1287	1142	10256	7092	1855	6882	614	1512	2115	1187	4766	2058	5992
SLC17A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC17A7	8	6	54	36	3	12	38	118	33	37	29	17	37	22	44	59	16	3	68	83	79	1	91	18	52	63	154	102	33	34	21	9	49	95	32	9	21	47	19	6	101	137	2	15	17	15
SLC17A8	0	0	3	0	0	0	0	0	0	3	1	52	1	0	0	0	0	2	0	15	1	4	2	3	5	2	0	0	2	0	0	2	4	0	190	0	1	6	1	0	5	0	0	1	0	1
SLC17A9	33	492	281	101	448	64	172	126	1950	205	499	58	72	946	941	321	152	1493	218	300	245	115	327	77	170	2168	250	83	241	166	42	220	89	1988	184	240	672	221	838	302	1445	64	412	143	729	1815
SLC18A1	3	2	12	0	0	3	3	2	427	1	2	0	6	21	0	16	9	1	6	0	2	0	0	0	0	1	1	1	1	0	0	8	1	6	19	0	2	1	9	17	3	3	0	1	20	2
SLC18A2	5	99	447	70	12	96	3	17	4	28	19	124	34	8	51	212	48	10	8	9	14	31	107	229	6	8	94	26	7	20	92	18	188	0	3	394	41	14	14	37	113	190	12	4	37	17
SLC18A3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SLC19A1	747	1066	969	714	478	634	820	604	1366	934	393	2094	373	662	970	688	404	3118	1062	689	772	764	1131	704	1965	1460	753	400	1044	1075	1371	364	220	1512	2274	1081	720	1176	1196	421	1331	736	1328	1109	492	2088
SLC19A2	4940	4036	2621	2225	2261	3338	4056	4047	1602	5346	849	6430	3230	1858	3553	4157	7304	2818	2457	3677	6000	2370	2245	2925	1654	20540	2780	4202	2404	3217	4703	8021	1830	1282	1177	27529	22972	7711	1832	953	5004	3042	2846	3232	3305	2058
SLC19A3	21	12	168	66	9	61	258	52	1	0	617	6	199	74	14	577	8	202	1540	1067	710	11	619	16	69	49	32	386	2	41	4	116	880	56	115	223	148	273	114	115	85	730	4	9	18	135
SLC1A1	1309	45950	5792	2104	3456	183	4632	52	58	5998	450	76	41318	107	10773	181	8961	197	18392	11016	11059	18615	1083	227	2421	1993	2109	1640	1456	547	219	5679	134	134	174	71297	22102	1662	667	230	542	16119	2823	5263	4337	304
SLC1A2	2507	162	563	320	1704	8467	146	469	646	626	286	661	2307	314	7069	273	124	489	70	3075	333	258	1175	434	238	226	263	777	941	232	1898	230	178	118	999	156	1009	190	464	56	1843	446	193	318	409	295
SLC1A3	689	1552	1026	430	398	309	331	454	418	1852	2629	349	1227	3379	5912	1237	1026	1510	606	1315	697	494	1487	299	938	419	414	1437	733	660	359	552	461	729	2003	361	1080	551	2732	1805	272	1175	153	669	3072	6891
SLC1A4	14409	10692	12278	13740	2113	9394	5052	7413	14487	13323	4646	3840	18465	8396	16609	10859	4134	2531	5132	5202	7729	6039	13029	7350	8024	5535	7359	28706	4395	3631	1880	5030	2151	2315	6931	20910	8902	3447	5798	5132	7600	4831	9573	5814	3455	12971
SLC1A5	16076	14195	4297	5246	5582	6292	8704	10684	14531	14363	16288	10129	12041	7135	6921	14804	9606	10616	6745	3497	9277	9781	8869	10173	17559	10393	9230	11401	11181	6091	15977	12042	4838	23522	17947	15045	27479	6243	8449	12575	1737	4615	10798	11202	7034	14843
SLC1A6	0	0	1	1	0	0	1	0	0	0	2	3	3	0	0	2	0	6	1	0	4	0	0	1	0	0	7	9	4	0	0	0	0	4	7	0	0	2	285	1340	0	0	0	4	2	15
SLC1A7	13	13	137	27	18	16	71	23	26	25	29	10	33	12	36	60	42	3	88	65	92	9	160	77	32	32	129	61	1	18	12	17	82	11	9	18	46	57	14	6	29	81	7	8	61	24
SLC20A1	2749	11198	6352	5200	2779	2951	3000	4834	6340	12008	4896	3225	5714	6216	8923	2957	3879	3301	6077	3695	3988	2572	6947	2509	7048	8821	2447	3773	3859	3907	4489	4983	2478	6789	5869	6543	10459	4881	9903	2922	5844	4529	1686	8165	3434	6264
SLC20A2	3632	2082	4123	2519	1300	3443	1259	2357	5153	6129	4907	4130	2373	1300	2914	1797	4458	5683	1708	2958	1215	5178	7864	4367	1390	2094	3357	3967	1909	3432	3473	1971	1426	2808	4621	3046	5127	1678	4590	11766	3568	3473	1170	7449	1931	7851
SLC22A10	0	3	22	0	14	9	1	0	1	1	0	0	3	0	66	1	0	0	0	4	0	1	3	1	2	1	7	59	2	2	0	4	0	2	0	1	0	6	0	0	9	1	1	2	1	2
SLC22A11	0	5	10	6	3	2	19	4	1	0	4	1	1	15	47	19	1	1	5	6	6	0	2	5	1	7	82	95	1	0	0	5	0	16	5	1	5	3	1	1	6	3	5	0	1	0
SLC22A12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	13	0	0	0	0	0	0	1	0	0	0	1	8	0	0	0	0	1	0	0	0	1	3	0	0	0
SLC22A13	2	0	3	3	1	1	0	3	0	0	3	0	0	4	2	3	0	1	1	1	2	2	2	0	4	2	0	2	0	2	0	2	5	0	4	4	3	1	1	2	1	0	0	2	2	1
SLC22A14	0	2	5	1	1	0	1	0	1	1	1	1	1	1	10	0	0	0	1	1	3	1	4	1	8	1	8	4	0	4	0	1	4	0	1	0	1	0	0	0	3	0	1	2	1	2
SLC22A15	283	235	562	50	196	793	462	380	1491	589	1216	80	498	100	264	515	575	199	142	186	294	415	279	56	546	785	269	274	284	235	115	686	273	204	659	1669	583	283	629	866	1664	293	206	511	365	179
SLC22A16	0	2	6	4	0	2	0	8	2	3	6	2	2	15	4	1	2	51	1	0	0	5	3	1	0	0	0	6	4	0	0	2	0	0	14	2	1	2	83	1	8	0	1	14	7	66
SLC22A17	4291	5529	1631	2575	524	1296	1416	1162	2912	1500	1150	1573	3883	593	7402	2939	1398	124	1740	1081	848	4027	1977	734	3217	722	3322	2405	1049	1941	198	517	1182	2255	949	2838	1801	3378	1918	635	1382	1276	1191	3743	1335	622
SLC22A18AS	223	34	67	6	41	33	32	100	17	23	43	9	192	18	34	9	64	9	12	57	102	143	63	12	64	60	14	11	53	12	25	121	21	80	48	22	43	33	71	35	43	51	22	310	79	15
SLC22A18	1664	690	1066	395	2425	935	1931	2379	1384	945	905	982	2524	236	845	1742	1679	159	1405	1102	1280	3016	1962	1051	2040	638	1271	689	1035	960	753	2079	413	957	973	1128	1372	1363	888	620	1485	1330	3483	5757	1591	295
SLC22A1	1	2	16	5	4	0	3	5	4	8	4	0	0	6	2	0	5	1	0	3	2	8	1	1	5	4	3	2	4	5	1	3	3	43	27	3	2	4	32	14	0	1	0	11	10	18
SLC22A20	6	5	9	6	3	2	2	2	11	15	309	2	5	7	42	2	2	354	7	4	5	18	5	11	4	8	9	5	20	22	9	10	33	34	32	8	29	8	81	50	15	4	18	19	17	21
SLC22A23	2804	603	6108	4526	1577	4076	1772	2080	1688	1655	838	1259	3325	3099	4811	1589	1905	466	1597	2405	983	631	6627	4327	3768	1562	1864	3233	1558	1372	4500	2131	1806	1122	1862	2861	4985	2769	2462	3420	807	2116	624	6158	1318	685
SLC22A24	0	0	0	0	5	3	2	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	3	5	0	0	0	0	11	0	0	0	0	0	4	0	0	0
SLC22A25	0	3	0	0	15	2	0	2	0	0	0	0	0	2	9	2	2	0	0	0	1	0	0	1	1	1	0	1	2	1	3	2	0	0	1	0	5	2	0	2	2	0	0	0	0	0
SLC22A2	0	0	1	4	1	0	4	3	0	1	2	0	1	9	0	0	0	0	0	1	3	0	3	1	0	0	0	5	0	13	0	0	0	5	0	0	4	2	2	5	0	1	4	0	0	1
SLC22A3	3	27	607	41	28	43	64	111	15	41	365	15	194	759	45	155	15	3	248	151	452	14	140	15	22	73	49	208	23	94	13	42	129	1173	105	28	113	82	61	1000	47	122	4	4	26	85
SLC22A4	236	177	468	139	100	104	298	303	329	294	255	1154	460	46	275	785	385	93	153	230	1303	598	205	50	344	223	195	172	100	83	22	212	194	98	133	432	546	95	88	373	190	201	696	688	55	82
SLC22A5	2772	1486	1776	2954	1229	2179	1272	1738	3469	2812	523	2789	3136	906	1714	2534	1951	183	1843	1633	1931	3063	1286	1440	1484	2811	1594	1335	1179	750	1344	1528	1095	1123	1122	2840	3557	2548	835	1132	2276	1032	2724	5888	473	195
SLC22A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A7	1	0	0	0	0	0	0	0	0	0	1	0	0	5	37	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	3	0	2	2	1	2	0	0	0	0	4	0	16	0
SLC22A8	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	0
SLC22A9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	2	0	2
SLC23A1	31	38	82	6	61	29	7	99	262	66	7	134	22	32	417	22	46	2	18	20	13	18	19	86	244	273	21	33	101	46	237	38	30	33	93	27	99	33	12	24	9	10	74	151	42	9
SLC23A2	946	1362	3623	1122	730	1444	987	500	1142	1545	4663	2321	2591	2035	3853	1128	1533	2427	1520	2261	1010	780	1802	1595	1361	1573	1790	2838	936	880	1081	1485	1598	2512	2993	3578	3101	2328	3119	2580	1718	1883	1369	1622	2511	4721
SLC23A3	0	20	21	10	6	6	14	42	19	30	127	1	24	16	29	18	2	39	23	31	6	11	17	6	20	29	34	10	10	51	0	18	32	61	173	21	20	13	15	63	35	10	6	15	21	36
SLC24A1	1478	707	2312	636	1341	1765	515	1137	1535	1779	985	582	1528	896	2060	1059	1674	787	829	2368	655	1288	1399	1304	1255	1259	1271	1368	837	321	828	1214	719	827	1583	2020	4551	772	1754	826	3090	1262	546	2655	750	1540
SLC24A2	12	10	256	140	54	22	25	11	25	228	79	25	44	10	165	79	157	19	14	47	7	39	165	132	11	18	54	27	0	1	98	41	159	3	0	49	308	83	81	8	1	93	1	53	116	58
SLC24A3	107	231	4111	900	1423	1009	534	1244	465	614	1653	8157	232	105	1285	2767	2438	366	790	1554	1081	839	1695	3054	3004	1974	1766	2234	511	1548	4948	1665	576	220	2295	1510	3618	2689	2810	4613	9001	377	50	2770	1095	814
SLC24A4	4	29	36	2	3	5	7	10	2	30	27	3	23	60	49	35	5	14	1	8	56	1	16	4	10	9	3	26	17	3	8	12	8	67	23	7	17	3	24	18	7	22	1	7	36	44
SLC24A5	41	109	10	12	47	12	37	3	56	21	13	37	69	27	7	16	41	11	60	86	25	14	22	6	52	117	33	19	51	97	22	138	17	175	84	47	32	40	7	8	65	14	9	43	8	6
SLC24A6	1797	2167	2725	1789	1193	1981	2305	1880	917	1688	1892	1620	2661	1747	3180	1904	2290	1965	2617	2885	1245	1364	2459	1796	1888	1150	2554	1804	1206	1084	1145	1067	984	5122	3821	2680	2345	2024	2812	2142	1277	2338	944	3631	2456	1336
SLC25A10	2994	3917	2416	1581	3731	2263	4539	3003	2341	4188	2625	2416	1874	821	3135	3150	1910	9081	2698	2707	2164	2013	2603	2133	8678	4468	1966	1080	1669	6227	2123	3176	772	8835	3785	2126	2160	3454	4076	2966	4005	1620	3796	6140	598	4708
SLC25A11	1953	4263	3172	2311	2200	2623	3227	2687	2108	2977	2167	7623	4147	2241	4595	2245	3174	2268	2774	2175	1875	2665	3415	2754	3413	3407	2047	1754	1666	2881	2149	3033	1285	4525	2873	3773	4015	3375	3086	2535	2031	2381	3234	3614	1540	6221
SLC25A12	4704	1996	2329	644	631	2250	1484	1401	1344	2050	1785	487	6720	1236	2634	1667	1504	1625	2505	2117	1228	1450	1351	794	908	1486	2109	1720	950	1205	596	1278	993	3227	4769	5028	1978	1489	1960	1703	2049	1226	736	2543	1032	1143
SLC25A13	1328	2450	1658	652	1044	1089	563	840	1453	2374	2452	1301	1342	734	1835	1129	742	4899	1029	1879	574	870	1509	885	938	2539	829	1214	1217	922	827	837	657	1440	4896	1983	3633	1413	6005	3230	1716	1161	985	2858	827	2493
SLC25A14	401	702	695	269	473	336	448	401	602	965	373	377	516	330	667	351	425	269	467	523	292	536	442	322	416	724	525	348	638	542	397	370	301	669	614	710	737	560	411	601	478	349	453	570	361	386
SLC25A15	941	723	1629	542	714	1469	901	985	1831	1927	1828	457	1608	623	2258	539	1094	1341	1335	1122	605	636	1378	1016	868	968	900	1228	1156	567	597	942	550	2331	2862	1570	2539	924	1457	329	1197	677	872	1328	580	2186
SLC25A16	1282	1253	1082	538	714	1264	902	699	572	1086	512	792	866	1422	1141	695	1399	585	384	605	606	381	693	688	537	955	719	775	1380	1823	1265	675	454	662	940	1430	2002	2526	1410	614	1306	978	233	1448	1683	1059
SLC25A17	3618	2475	1565	1433	1209	2115	1160	1844	3761	1803	1835	4749	3124	1778	2030	2596	1574	2285	1947	1909	1456	1405	1634	1083	3278	4507	1742	1891	1274	1393	1186	1072	1064	3698	5574	2986	2156	1386	1275	2878	4136	1664	1768	4197	917	4184
SLC25A18	16	19	16	53	115	13	49	5	44	6	19	17	70	32	48	15	17	11	67	29	19	43	8	6	40	24	27	116	14	41	33	6	36	45	11	25	27	60	19	9	28	20	24	448	392	12
SLC25A19	701	1499	524	391	597	293	663	706	960	1334	1268	774	717	928	1009	514	715	1299	575	337	503	631	398	406	1118	1023	214	240	715	568	271	584	230	2820	1279	671	603	622	1383	879	773	366	480	1085	433	2061
SLC25A1	2606	4483	2101	4260	2962	2681	2507	2824	3923	1879	2531	3068	2557	1552	2875	2699	1254	3621	3005	2689	1154	1496	2306	2531	10500	3168	3274	2116	1332	3326	1873	2203	1324	7026	2807	2701	3315	4463	3480	1469	8479	1770	2779	5643	2615	4020
SLC25A20	1693	1656	1067	937	1698	883	1146	666	459	1648	806	545	1517	1040	949	1418	1258	1291	1134	1101	1505	937	1603	434	1030	1262	601	860	397	435	326	730	592	1732	657	1925	1698	1047	1610	568	852	1235	1025	1067	648	462
SLC25A21	50	77	57	10	25	34	12	49	5	67	4	16	243	85	110	34	34	25	42	78	18	39	12	17	61	18	30	72	18	42	14	17	19	2	0	107	206	16	54	2	4	51	1	85	17	15
SLC25A22	2049	7417	2379	1498	1238	1406	2201	1922	2400	2366	1876	1462	2407	646	1485	1565	1178	8457	1631	1620	1610	3201	2131	1050	3153	1081	1161	612	2706	1595	2322	1285	760	5031	6417	3017	883	2049	2592	1267	2681	1026	1853	3753	1040	862
SLC25A23	3097	3046	3194	2214	2528	2415	3846	3810	6385	3627	2754	4391	4155	6654	5175	2935	3213	1165	4745	3343	2969	2290	3021	5550	6548	3280	2348	3630	1505	2756	863	2856	1591	8981	10837	4013	5002	4180	4793	2747	6397	1704	2025	5561	1884	360
SLC25A24	3895	4326	7168	1958	1463	4820	2494	2571	6542	7882	3709	5654	3382	6110	5413	3553	4839	6026	3015	4317	1275	3069	5157	3383	3722	5068	3237	5137	4852	1138	3246	4191	3483	1213	6037	7453	9772	3829	8820	5470	5455	6310	3218	8827	2001	3028
SLC25A25	742	3011	2134	1244	700	1354	972	983	1113	1348	1720	3811	1748	1515	1901	1429	817	1437	1407	2001	1446	1300	1922	698	1811	1304	1616	3371	1013	1079	1395	1045	1889	1183	1671	1418	3059	839	1416	898	2267	1097	1844	1569	1537	1480
SLC25A26	1055	995	1038	535	518	869	914	782	981	1033	816	541	1147	827	1354	962	1319	1215	1175	982	928	559	1039	684	1052	643	990	944	467	499	741	390	582	3082	1180	1122	1182	734	557	618	578	767	474	1369	873	979
SLC25A27	4	16	135	123	50	35	292	25	59	26	140	22	76	112	442	82	34	135	432	129	116	117	52	56	66	326	656	486	169	32	67	148	161	1152	759	330	69	61	189	134	72	59	7	101	108	80
SLC25A28	1381	2748	1430	948	1082	1366	1983	1250	2465	1660	1256	781	1737	1838	2979	1812	1179	1901	1848	1138	1891	1333	1315	879	1220	2852	1513	1395	1113	955	1107	1448	1084	6354	2984	1367	1661	1638	2330	2865	1363	912	1718	1234	1635	1324
SLC25A29	1578	4370	3541	2169	2162	1982	4473	2930	1096	2234	750	1099	2903	1014	2691	2534	2709	360	4898	1351	1064	908	2881	1129	1933	1049	5849	1888	1173	7302	1482	1678	1554	5077	1781	6238	6508	4830	689	1322	544	1757	2529	2656	6230	1752
SLC25A2	1	1	0	2	3	2	2	1	0	4	2	1	1	0	0	2	5	2	1	3	1	0	2	1	0	1	1	1	2	2	1	1	7	4	1	4	5	5	0	3	0	0	1	3	1	1
SLC25A30	530	1215	2659	847	481	815	776	993	1366	1745	2287	546	1364	1787	2711	900	1386	231	815	1200	976	1330	1509	827	550	892	1084	1724	1206	671	629	763	753	1472	2289	1493	2215	747	1398	646	1028	1042	1413	1276	1083	408
SLC25A31	2	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A32	1902	1513	2607	551	1050	1103	873	837	2243	2668	3716	2643	1220	1967	2159	1431	1276	10116	961	1526	1472	981	2211	819	3165	3491	1120	1592	1963	1521	1062	1594	946	3867	4915	2128	2612	1279	4852	2669	1831	1288	992	1620	803	3907
SLC25A33	784	754	445	282	513	511	769	396	959	369	425	342	570	206	347	405	473	2428	420	441	483	381	509	214	341	768	312	516	385	398	527	238	251	942	954	789	399	509	2036	1272	572	371	614	901	163	454
SLC25A34	15	26	87	31	25	24	76	46	69	47	53	17	31	37	43	25	21	4	75	77	47	35	43	17	22	28	54	63	54	44	27	29	64	106	75	45	23	59	41	76	37	19	16	54	86	27
SLC25A35	509	663	1306	852	557	847	912	1220	718	477	220	789	1302	217	1529	618	1032	690	600	629	264	832	1276	861	765	1224	421	433	398	474	743	1292	248	906	449	1143	432	898	759	649	1234	382	653	636	372	256
SLC25A36	4967	4788	5645	3368	2060	3391	2288	1784	5125	6392	5339	2794	3853	3526	11859	3357	4306	4220	3395	3684	1529	2158	2670	2111	1932	5203	4815	4847	3768	2318	2676	3800	3093	5532	6571	4422	9107	3089	7004	3869	3562	4282	1114	6661	2168	7536
